,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2017/2/2,29.77,25.28,47.09,80.29,66.01,84.71,25.02,23.68,56.36,18.01,15.15,24.71,13.88,45.96,43,7.07,14.94,11.36,20.81,10.05,8.04,16.13,15.28,,12.26,206.8,50.94,35.38,93.18,10.47,172.27,45.06,190.25,,42.71,238.81,56.74,222.38,68.03,11.42,"4,424.88",13.15,91.38,92.08,65.1,157.37,84.47,95.85,81.25,234.93
2017/2/3,30.36,25.42,47.36,80.29,66.1,85.16,25.02,23.82,56.91,18.1,15.23,24.88,14.01,45.31,42.77,7.09,14.94,11.36,20.72,10.09,7.99,16.13,15.32,,12.31,207.69,51.76,35.61,93.63,10.56,172.27,43.57,192.58,,43.53,236.15,55.93,222.38,68.12,11.21,"4,366.53",12.92,91.38,92.53,65.28,159.22,83.69,95.4,81.06,240.09
2017/2/6,30.02,25.66,48.26,81.01,66.01,86.05,25.11,23.82,57.09,18.2,15.32,25.5,14.05,46.32,44.2,7.15,15.07,11.83,21.07,10.13,8.05,16.27,15.49,,12.48,205.9,53.31,35.74,95.89,10.6,172.27,43.43,197.23,,43.53,233.93,56.02,226.65,68.74,11.25,"4,381.12",12.87,91.84,94.78,65.64,161.99,80.89,96.88,81.98,240.09
2017/2/7,29.73,25.75,48.71,81.83,66.63,87.2,25.3,23.77,58.37,18.29,15.45,25.58,14.18,46.51,44.01,7.13,15.07,11.83,21.16,10.3,8.11,16.41,15.63,,12.61,207.25,56.22,36.2,94.08,10.65,172.27,43.48,202.81,,43.97,236.59,55.57,224.94,69.82,10.99,"4,356.80",12.55,92.29,94.33,65.46,161.07,80.11,97.79,82.35,244.31
2017/2/8,29.68,25.61,48.35,81.38,66.72,86.67,24.79,23.35,57.55,18.62,15.45,25.66,14.14,46.23,43.87,7.12,15.03,11.78,21.07,10.26,8.14,16.27,15.58,,12.65,205.9,56.22,36.43,93.63,10.6,171.34,42.78,198.62,,44.49,233.04,54.77,224.94,70,10.57,"4,347.08",12.08,91.84,93.88,65.64,161.99,80.78,99.73,86.2,245.25
2017/2/9,30.61,25.94,48.53,81.38,66.81,86.31,25.21,23.54,58.28,18.62,15.45,25.04,14.18,46.51,43.74,7.13,15.07,11.83,20.94,10.22,8.2,16.54,15.63,,12.65,205.45,56.58,36.34,94.08,10.65,171.8,42.92,200.02,,46.06,235.26,55.12,230.93,70.71,10.74,"4,483.23",12.36,91.38,94.78,65.73,161.99,79.44,101.32,85.01,242.44
2017/2/10,32.21,27.02,48.8,83.45,68.5,88.09,25.67,23.87,59.02,18.34,15.58,24.8,14.31,46.78,44.29,7.17,15.23,12.01,21.16,10.34,8.28,16.68,15.71,,12.7,204.11,56.49,36.84,96.79,10.74,173.2,42.68,200.48,,46.15,236.59,56.83,232.64,73.93,10.53,"4,609.65",12.04,92.29,94.78,65.37,161.99,80.11,101.55,84.91,249.47
2017/2/13,32.05,27.02,49.24,83.9,69.29,88.72,25.72,23.87,59.29,18.39,15.63,24.71,14.35,46.51,44.24,7.2,15.31,11.97,21.34,10.3,8.31,16.86,15.76,,12.7,203.21,56.49,37.97,95.89,10.84,175.07,43.94,201.88,,46.15,241.03,57.1,228.79,74.29,10.14,"4,575.62",11.43,92.29,94.78,65.19,161.99,78.99,102.46,87.02,251.35
2017/2/14,31.88,27.02,48.62,83.45,69.03,88.09,25.58,23.96,60.39,18.48,15.67,24.47,14.35,47.06,44.56,7.2,15.31,11.97,21.3,10.3,8.28,16.81,15.76,,12.74,201.41,55.86,37.97,97.24,10.84,175.07,43.52,201.88,,45.36,244.58,57.28,230.07,73.58,10.06,"4,585.34",11.39,92.29,96.14,65.73,162.46,78.32,102.58,88.12,247.59
2017/2/15,32.09,27.35,49.33,87.06,70.09,88.54,25.95,24.52,61.31,18.53,15.85,24.22,14.48,46.96,44.84,7.25,15.48,12.06,21.61,10.34,8.32,16.81,15.84,,12.87,202.76,56.68,38.52,98.14,10.88,176.47,43.52,201.41,,45.89,248.58,57.37,232.21,73.84,10.23,"4,565.89",11.57,92.29,95.69,65.37,162.46,78.21,103.6,89.04,252.28
2017/2/16,31.75,27.4,49.78,84.8,68.67,87.65,25.86,24.14,60.57,18.58,16.11,24.8,14.43,47.06,44.97,7.28,15.56,12.06,21.34,10.47,8.33,16.9,15.89,,12.87,204.11,56.68,38.52,97.69,10.93,176.47,43.57,201.88,,46.06,243.25,57.46,229.22,73.13,10.1,"4,434.60",11.62,92.29,96.14,65.73,161.99,78.43,103.72,87.39,250.41
2017/2/17,31.62,27.31,49.42,84.35,68.32,87.74,25.81,24.14,59.84,18.86,16.06,25.04,14.43,46.6,45.16,7.26,15.39,12.06,21.07,10.34,8.34,16.9,15.84,,12.83,202.76,56.86,38.52,96.34,10.88,176.94,43.29,209.32,,44.49,244.14,56.65,227.08,71.7,10.18,"4,405.43",11.48,92.29,96.14,66.19,160.61,77.54,102.58,87.21,244.78
2017/2/18,31.46,27.31,48.98,84.62,68.05,87.2,25.77,24.14,60.02,18.81,16.19,25.08,14.43,46.41,44.93,7.26,15.48,12.06,21.3,10.34,8.34,16.9,15.84,,12.87,202.76,56.95,38.98,96.79,10.88,176.94,43.34,208.86,,44.67,244.58,56.83,228.79,72.14,10.14,"4,376.25",11.43,92.75,97.04,66.73,162.46,77.76,102.46,87.11,242.9
2017/2/20,30.87,27.87,48.89,84.35,66.81,87.02,25.44,24.19,60.3,18.91,16.15,24.96,14.43,46.05,44.93,7.22,15.35,11.97,21.34,10.3,8.32,16.81,15.84,,12.78,204.55,57.13,38.34,97.24,10.88,177.41,42.5,208.86,,44.14,243.7,56.38,226.65,71.61,10.01,"4,371.39",11.3,92.75,96.59,67,161.07,78.32,102.69,87.85,239.15
2017/2/21,31.25,27.92,48.89,84.17,66.28,87.83,25.63,24.33,60.48,19.43,16.15,25.08,14.39,46.32,45.11,7.22,15.31,12.11,21.48,10.39,8.28,16.68,15.84,,12.78,203.21,58.13,38.25,96.79,10.88,177.41,43.24,209.79,,44.14,243.25,55.57,227.51,71.87,10.1,"4,434.60",11.48,92.29,97.49,66.55,158.29,81.23,103.15,87.39,242.44
2017/2/22,32.21,28.15,49.15,83.45,65.92,87.65,26.05,24.33,60.57,20.33,16.11,25,14.43,46.05,44.75,7.24,15.31,12.06,21.56,10.39,8.26,16.68,15.84,,12.83,201.86,60.04,38.2,98.14,10.7,176,43.15,209.79,,44.32,243.7,55.48,229.22,73.22,10.4,"4,551.30",11.57,92.29,96.59,66.64,159.22,81.9,103.15,87.85,242.44
2017/2/23,32.05,28.39,48.89,83.45,66.28,86.76,25.86,24.33,60.39,20.09,15.98,24.84,14.39,45.73,44.56,7.25,15.23,11.87,21.52,10.34,8.19,16.68,15.71,,12.7,201.86,59.77,38.29,98.14,10.88,176,42.64,208.86,,44.32,247.69,57.19,228.36,72.77,10.4,"4,614.52",11.43,93.21,97.49,67.09,158.75,81.79,102.92,85.19,240.56
2017/2/24,31.75,28.62,48.98,83.54,66.19,86.49,25.67,24.05,59.84,20.42,16.02,24.84,14.39,45.63,44.24,7.24,15.27,12.06,21.34,10.34,8.16,16.59,15.89,,12.65,202.31,59.95,37.97,96.34,11.81,176.47,42.45,208.39,,44.84,246.36,57.1,223.66,72.23,10.4,"4,434.60",11.57,93.21,97.49,67.09,158.29,84.59,102.01,84.09,241.03
2017/3/1,31.79,28.81,50.68,82.1,64.33,84.53,24.93,23.96,58.65,20.28,15.93,24.71,14.31,45.5,43.87,7.19,15.27,11.87,21.48,10.22,8.18,16.63,15.89,,12.65,200.52,60.68,37.43,94.08,11.48,173.67,42.03,209.32,,45.19,243.7,56.02,221.09,72.77,10.14,"4,351.94",11.3,92.75,97.49,67.18,155.98,89.51,101.44,85.37,237.28
2017/3/2,32.17,29.05,50.68,81.56,63.88,84.27,25.02,24.1,59.38,19.9,16.02,25.29,14.39,45.68,44.7,7.25,15.03,12.01,21.3,10.3,8.18,16.77,15.93,,12.74,201.86,61.59,37.7,94.98,11.39,173.67,42.31,207.93,,44.06,247.25,57.46,221.95,72.77,10.18,"4,361.67",11.43,93.21,97.49,67.09,156.9,84.25,102.12,84,242.44
2017/3/3,32.05,29.05,50.5,80.92,62.91,83.73,24.88,23.82,58.92,20.05,15.98,25.21,14.35,45.68,44.38,7.25,14.82,11.92,21.16,10.26,8.17,16.72,15.93,,12.74,200.97,61.22,36.97,94.08,11.25,171.8,43.01,204.21,,44.14,247.69,57.37,219.81,73.31,10.14,"4,342.22",11.34,93.66,97.94,67.09,155.51,83.36,101.21,84.09,242.44
2017/3/6,31.88,28.95,50.86,80.83,63.08,84.44,25.02,23.96,59.11,20.14,15.98,25.66,14.39,46.32,44.93,7.27,14.82,11.97,21.39,10.3,8.2,16.77,15.93,,12.74,200.97,61.04,37.34,96.79,11.21,171.34,43.43,202.81,,44.41,245.91,57.37,217.24,72.86,10.27,"4,376.25",11.34,93.66,97.49,68,155.51,91.64,102.46,85.19,243.84
2017/3/7,32.21,29.14,50.95,82.01,64.24,85.87,25.02,24.14,59.2,20,15.89,25.7,14.39,46.41,44.93,7.27,14.98,11.92,21.43,10.3,8.2,16.77,15.93,,12.78,201.86,62.59,37.34,97.24,11.53,173.2,43.48,202.81,,44.06,246.8,58.17,215.96,73.4,10.27,"4,322.77",11.53,93.66,98.4,68.09,155.51,89.85,103.15,84.82,245.72
2017/3/8,32.17,29.1,50.86,81.47,63.7,84.71,25.21,23.91,59.29,19.95,15.93,25.78,14.35,47.24,45.71,7.24,15.03,11.92,21.34,10.3,8.18,16.81,15.93,,12.74,201.86,64.13,37.06,96.34,11.35,174.6,43.48,206.53,,44.58,245.47,57.28,220.24,73.49,10.4,"4,317.90",11.53,94.12,97.94,68,156.44,89.4,103.38,84.55,244.31
2017/3/9,31.62,29,49.96,79.84,62.28,82.49,24.74,23.63,58.65,20.05,15.76,25.66,14.31,46.87,45.62,7.2,14.98,11.83,21.16,10.26,8.07,16.81,16.02,,12.74,200.97,63.41,37.43,93.63,11.21,172.27,43.43,202.81,,43.88,246.8,57.19,220.24,72.95,10.31,"4,361.67",11.34,94.58,97.94,67.27,154.59,90.29,101.78,83.81,240.56
2017/3/10,31.2,28.06,49.15,79.39,61.75,81.86,24.65,23.63,59.57,20,15.8,25.37,14.31,47.61,45.85,7.22,14.9,11.87,21.3,10.3,8.08,16.9,15.98,,12.7,200.07,63.59,37.25,93.18,11.21,171.34,41.42,206.53,,44.23,247.69,57.63,217.24,73.49,10.14,"4,381.12",11.2,94.12,98.4,67.55,149.5,90.18,102.46,84.36,241.03
2017/3/13,31.71,28.72,49.15,79.3,61.75,81.86,24.83,23.73,60.02,19.76,15.89,25.54,14.35,47.97,46.58,7.27,14.9,11.97,21.21,10.34,8.09,16.99,16.11,,12.78,207.69,63.04,37.7,93.18,11.3,174.14,41.66,207,,44.84,248.58,58.17,220.24,73.58,10.1,"4,522.13",11.06,94.58,98.85,67.55,149.96,94.99,102.58,84.18,240.56
2017/3/14,31.88,28.72,50.59,80.38,61.84,82.13,25.02,23.77,59.57,19.76,15.89,25.78,14.35,47.79,46.76,7.27,15.03,12.34,21.25,10.39,8.1,16.86,16.28,,12.78,212.63,64.59,37.79,95.89,11.3,173.67,42.12,207.46,,45.36,255.24,59.16,218.96,74.11,10.18,"4,517.27",11.25,94.58,98.85,67.91,152.27,94.32,102.58,85.37,256.5
2017/3/15,32.21,28.39,50.59,80.65,62.02,82.13,25.02,23.87,60.48,19.76,15.89,25.66,14.35,47.88,46.95,7.29,14.94,12.2,21.3,10.39,8.09,17.08,16.28,,12.83,213.08,65.23,37.52,94.53,11.35,174.14,41.52,206.07,,45.71,254.35,59.16,218.96,74.02,10.18,"4,463.78",11.25,94.12,99.3,67.18,151.81,93.99,102.69,85.46,249.94
2017/3/16,32.05,29,51.13,81.83,63.79,84,25.3,24.01,60.66,20.14,15.93,25.37,14.48,47.88,46.76,7.33,14.94,12.2,21.39,10.39,8.12,17.13,16.37,,12.87,218.46,65.86,38.34,96.34,11.48,177.41,42.45,208.86,,46.76,255.68,59.34,223.66,75.9,10.31,"4,536.72",11.39,95.03,98.85,67.91,153.66,93.99,103.6,85.19,253.69
2017/3/17,32.21,28.95,52.11,82.37,63.44,83.82,25.21,24.1,60.85,20.09,15.98,25.21,14.52,48.34,46.76,7.35,15.03,12.34,21.56,10.47,8.09,17.26,16.24,,12.87,217.11,65.5,38.34,95.89,11.48,178.81,43.29,209.79,,47.19,254.79,59.34,223.23,76.08,10.31,"4,629.10",11.39,95.95,99.3,68,156.44,95.66,104.17,86.2,264.48
2017/3/20,32.17,28.95,51.49,82.82,63.7,83.73,25.07,24.1,60.85,19.9,16.06,25.54,14.48,48.16,46.85,7.39,14.98,12.24,21.65,10.51,8.18,17.22,16.19,,12.83,219.81,65.41,37.93,96.34,11.39,178.81,44.04,210.25,,46.06,252.13,58.89,221.52,77.07,10.27,"4,590.20",11.39,96.86,100.65,67.73,155.05,94.77,104.06,87.02,273.39
2017/3/21,32.38,29.19,51.67,83.9,63.88,84.98,25.63,24.14,59.93,19.86,16.15,25.13,14.52,48.16,46.4,7.37,15.07,12.24,21.74,10.56,8.18,17.22,16.24,,12.87,223.84,65.77,37.97,97.24,11.39,182.07,44.18,213.97,,45.97,256.57,59.7,223.66,79.04,10.18,"4,677.73",11.43,96.86,101.1,68.45,156.44,95.1,104.29,87.11,276.2
2017/3/22,31.96,29.28,51.31,83.18,63.53,84.98,25.63,24.01,59.47,20,16.11,25.13,14.43,48.07,45.94,7.37,15.11,12.15,21.65,10.51,8.18,17.08,16.15,,12.87,220.25,64.5,37.84,95.89,11.3,180.67,43.99,211.65,,47.02,257.9,58.17,219.38,78.59,10.14,"4,609.65",11.3,95.49,100.65,68,154.59,93.76,104.29,87.02,273.85
2017/3/23,32.05,29,51.67,83.45,63.35,84.18,25.49,23.96,59.11,19.86,16.06,25.04,14.43,48.71,46.4,7.4,15.07,12.2,21.56,10.51,8.18,17.17,16.24,,12.87,219.81,63.59,37.52,95.44,11.48,180.67,44.32,208.39,,46.67,258.34,58.62,220.67,78.32,10.23,"4,619.38",11.3,95.49,100.65,68.18,155.51,92.64,104.06,87.21,271.51
2017/3/24,32.05,28.48,51.76,83.81,63.44,83.64,25.3,23.77,59.29,19.9,16.11,25.08,14.39,48.34,46.03,7.37,14.98,12.2,21.52,10.51,8.19,17.17,16.15,,12.87,221.6,64.13,37.34,95.89,11.35,179.74,45.62,207.46,,45.89,258.79,58.62,220.67,77.16,10.14,"4,658.28",11.11,95.49,101.1,68.18,154.13,91.75,103.26,86.01,267.76
2017/3/27,31.84,28.44,50.86,83.81,64.15,84.44,25.58,23.82,58.74,19.76,16.15,24.92,14.43,47.51,45.85,7.4,14.94,12.11,21.48,10.47,8.2,17.04,16.19,,12.87,220.7,63.68,36.88,95.89,11.35,180.21,44.32,208.39,,45.89,263.23,59.16,218.1,78.68,10.18,"4,663.14",11.11,95.95,102.46,68.18,153.66,92.2,103.15,85.56,266.82
2017/3/28,31.33,28.86,51.22,83.99,64.41,84.09,25.21,23.77,58.19,19.71,16.15,24.84,14.48,46.78,45.57,7.44,14.98,11.97,21.52,10.47,8.21,16.86,16.19,,13,222.5,62.77,38.16,96.34,11.21,181.61,44.5,207.46,,45.71,263.67,59.16,214.68,78.59,10.06,"4,604.79",11.2,95.95,100.65,68.63,153.66,93.87,103.94,86.2,262.6
2017/3/29,31.79,28.25,51.31,83.54,64.41,83.64,25.21,23.73,57.73,20,16.19,24.75,14.43,46.32,45.48,7.49,14.98,11.97,21.92,10.56,8.22,16.95,16.28,,13.13,222.95,64.13,38.25,95.89,11.21,178.81,44.41,203.74,,45.89,263.67,56.02,212.97,79.48,10.27,"4,561.03",11.94,95.03,100.65,68,151.81,93.54,104.29,86.11,271.98
2017/3/30,31.08,28.25,51.13,82.64,64.33,82.84,25.07,23.77,57.64,20.28,16.19,24.71,14.48,45.82,44.93,7.44,15.03,12.01,22.06,10.73,8.25,16.95,16.28,,13.09,223.39,64.5,38.07,96.34,11.3,178.81,45.43,203.28,,45.71,264.11,55.48,214.68,79.04,10.14,"4,561.03",11.57,95.03,100.65,68.09,151.35,93.54,104.17,85.46,271.51
2017/3/31,30.61,28.81,51.04,81.65,63.79,84,24.55,23.59,57.46,20.23,16.15,24.71,14.43,45.4,44.65,7.44,15.11,11.87,21.88,10.77,8.26,16.95,16.19,,13.04,224.29,64.5,38.25,95.44,11.3,176.47,45.15,200.02,,45.54,266.33,55.3,217.24,80.38,10.1,"4,648.55",11.62,94.12,100.65,67.55,150.42,92.53,103.72,84.82,281.36
2017/4/5,31.25,29.66,52.2,83.63,63.88,84.53,24.55,24.19,58.28,20.28,16.24,24.71,14.52,44.95,44.93,7.48,15.19,12.11,21.83,10.69,8.26,17.04,16.37,,13.17,232.81,65.59,39.39,97.24,11.35,180.21,44.69,204.67,,46.32,272.1,56.47,213.82,81.45,10.1,"4,687.45",11.71,94.58,102.01,68.18,153.2,93.99,111.7,86.01,280.42
2017/4/6,31.46,29.47,51.76,83.09,63.7,83.47,24.55,23.96,58.1,20.61,16.24,24.55,14.43,44.76,44.97,7.39,15.19,12.2,21.56,10.69,8.23,16.95,16.37,,13.21,230.12,65.86,39.11,95.89,11.3,178.81,45.29,201.88,,46.15,265.45,56.02,212.97,80.74,10.27,"4,473.50",11.67,95.03,102.46,68.36,154.13,93.76,110.9,84.36,286.98
2017/4/7,31.33,29.28,50.41,82.55,63.44,83.29,24.27,23.68,57.27,20.57,16.33,24.67,14.39,44.17,44.2,7.43,15.19,12.2,21.39,10.69,8.23,16.81,16.37,,13.26,231.47,64.5,39.11,97.24,11.25,178.34,44.78,201.41,,46.23,265.45,56.02,213.4,79.93,10.36,"4,570.75",12.08,95.49,102.91,68.63,151.81,93.09,109.53,83.45,282.29
2017/4/10,31.2,29.47,50.23,83.72,63.62,84.36,24.13,24.01,57.64,20.33,16.33,24.55,14.43,44.35,44.7,7.37,15.35,12.01,21.7,10.64,8.21,16.81,16.37,,13.26,230.12,63.68,39.16,99.49,11.25,177.41,44.46,201.88,,45.89,262.34,57.01,214.25,79.66,10.65,"4,488.09",12.82,95.03,102.01,68.63,153.2,94.77,109.99,83.91,280.89
2017/4/11,31.12,28.95,49.6,84.17,63.88,84.09,24.09,23.96,57.18,20.33,16.33,24.18,14.39,44.03,44.01,7.3,15.35,11.92,21.52,10.56,8.15,16.86,16.41,,13.34,233.26,64.04,39.3,98.59,11.25,178.34,44.18,197.23,,45.54,256.12,56.56,212.54,78.68,10.53,"4,395.70",12.41,94.58,102.91,69,152.74,94.43,110.44,83.08,280.42
2017/4/12,31.08,28.86,50.32,83.45,63.44,84.44,23.85,23.96,57.73,20.19,16.37,24.05,14.43,43.85,43.97,7.34,15.35,11.97,21.52,10.6,8.16,16.9,16.41,,13.26,231.47,64.13,38.07,97.69,11.11,178.34,43.52,199.09,,45.71,260.12,56.56,210.4,78.41,10.91,"4,351.94",13.19,94.58,102.01,68.82,155.05,95.22,110.9,81.98,279.48
2017/4/13,30.99,29.38,50.23,84.08,64.24,84.44,24.04,23.54,57.46,20.47,16.06,24.01,14.35,43.94,43.97,7.31,15.39,11.92,21.52,10.69,8.08,16.9,16.46,,13.34,229.23,64.23,38.7,99.94,11.21,178.81,44.74,198.16,,45.62,257.9,56.92,211.26,79.3,10.95,"4,288.73",13.15,94.58,102.46,68.73,153.66,104.17,112.27,83.36,280.42
2017/4/14,30.78,28.81,50.05,83.54,63.88,83.64,23.57,23.4,57.27,20.28,15.5,23.85,14.26,43.39,43.55,7.2,15.43,11.73,21.43,10.6,8.03,16.68,16.19,,13.13,228.78,63.68,37.93,98.14,11.11,176.47,44.36,197.23,,45.19,253.9,56.65,211.26,79.12,10.95,"4,668",13.15,94.58,102.01,68.63,153.2,99.24,110.21,82.53,271.98
2017/4/17,30.78,28.53,50.5,83.63,64.06,83.64,23.25,23.31,56.91,20.33,15.5,23.64,14.26,43.34,43.32,7.19,15.39,11.73,21.43,10.47,8.02,16.68,16.11,,13.13,228.78,63.41,38.43,99.04,11.16,175.07,43.94,196.3,,44.84,252.13,57.01,212.11,78.23,11.16,"4,648.55",13.61,95.49,102.91,69.09,153.2,99.58,110.9,81.89,272.45
2017/4/18,30.74,28.44,50.14,84.35,64.06,83.73,23.34,23.31,56.72,21.04,15.28,23.6,14.31,42.65,43,7.19,15.34,11.83,21.48,10.51,8.02,16.86,16.11,,13.17,228.33,64.95,38.02,98.59,11.21,175.54,44.36,197.69,,44.41,254.79,56.29,208.69,79.39,11.08,"4,648.55",13.7,95.03,102.46,68.82,153.2,100.47,110.56,81.8,273.39
2017/4/19,30.74,27.87,49.33,82.46,63.08,82.84,23.01,22.56,55.99,21.09,14.93,22.9,14.18,42.65,42.36,7.13,15.22,11.64,21.34,10.43,7.97,16.59,15.89,,13.04,227.88,64.59,37.88,96.79,11.07,174.14,43.76,199.09,,44.06,258.79,55.93,202.7,77.87,10.65,"4,590.20",13.47,94.12,99.75,67.91,153.2,100.47,109.19,80.24,267.29
2017/4/20,30.74,27.31,49.42,82.1,63.17,81.86,23.2,22.23,55.62,21.8,14.97,23.15,14.14,43.16,42.87,7.18,15.22,11.6,21.43,10.39,7.96,16.54,15.89,,12.96,232.37,64.13,38.07,95.44,10.97,174.6,43.2,200.02,,44.23,255.24,55.48,202.28,76.26,10.57,"4,595.07",13.05,93.66,99.3,67.91,153.66,104.06,109.42,81.52,271.51
2017/4/21,30.02,27.92,49.96,82.73,63.44,82.66,23.01,22.65,55.72,21.7,15.15,23.27,14.18,43.07,43.28,7.13,15.3,11.78,21.56,10.43,7.97,16.63,16.02,,13.13,231.47,64.13,38.34,95.89,11.02,177.41,43.38,200.02,,44.41,261.45,55.57,212.11,78.23,10.61,"4,740.94",12.96,94.12,100.2,67.82,155.51,108.31,109.99,82.53,271.98
2017/4/24,30.57,28.34,50.14,82.19,63.44,82.75,23.53,22.65,56.27,21.75,15.15,23.27,14.18,43.11,43.37,7.18,15.18,11.83,21.48,10.56,8.06,16.63,16.15,,13.17,231.02,64.32,38.25,95.89,11.02,177.41,42.64,200.02,,45.71,260.56,56.83,204.42,78.14,10.44,"4,760.39",12.64,94.12,99.75,67.46,156.44,113.01,110.56,81.61,273.39
2017/4/25,29.98,28.91,50.68,83,63.88,83.64,23.85,23.12,57.37,21.66,15.41,23.93,14.31,43.8,44.47,7.4,15.34,12.01,21.74,10.69,8.13,16.86,16.33,,13.21,235.51,65.95,39.25,97.24,11.11,179.27,44.04,200.02,,45.62,268.11,57.55,206.98,79.57,10.82,"4,833.33",13.56,94.58,101.1,67.18,158.29,118.6,111.58,82.35,285.11
2017/4/26,30.06,28.77,50.5,83,64.86,81.86,24.04,23.21,56.91,21.75,15.37,23.68,14.31,43.11,44.56,7.44,15.34,12.01,21.92,10.64,8.11,16.99,16.41,,13.34,240.89,69.14,39.2,96.34,11.21,178.34,44.92,198.62,,46.32,266.33,55.66,207.84,80.56,10.82,"4,862.50",13.42,94.12,101.1,66.91,160.14,114.68,111.92,82.44,291.2
2017/4/27,29.77,28.53,50.5,82.28,64.33,81.86,23.81,22.89,57.18,21.8,15.28,23.56,14.35,43.34,44.52,7.43,15.26,12.01,21.88,10.64,8.05,16.99,16.19,,13.26,233.71,70.23,38.84,96.34,11.21,180.21,44.5,201.88,,45.8,263.23,55.57,208.26,79.21,10.74,"4,872.23",13.1,94.12,100.2,67,158.29,118.6,112.04,83.81,289.33
2017/4/28,29.6,28.06,49.96,81.83,64.5,82.58,23.71,22.56,57.09,22.13,15.28,23.15,14.39,43.39,44.38,7.44,15.18,11.97,21.65,10.6,8.04,17.04,16.11,,13.26,235.51,69.96,38.48,94.98,11.16,181.61,44.92,201.88,,45.8,263.23,56.02,208.69,79.57,10.74,"4,877.09",13.05,93.21,100.65,67.37,157.37,119.16,112.61,84.36,290.74
2017/5/2,29.68,28.06,50.32,82.46,64.59,83.02,23.62,22.61,57.46,22.51,15.37,24.05,14.65,43.62,44.93,7.45,15.3,12.06,21.83,10.73,8.1,17.08,16.63,,13.34,235.06,70.68,38.02,96.79,11.16,183.47,46.04,206.07,,45.36,268.11,56.29,209.12,80.56,10.82,"4,862.50",13.29,94.12,100.65,68,161.07,118.04,113.97,84.09,289.33
2017/5/3,29.68,28.06,50.23,82.37,64.59,82.75,23.76,22.84,57.18,22.23,15.37,24.51,14.65,43.66,45.16,7.49,15.39,12.06,21.92,10.77,8.13,17.17,16.63,,13.39,235.06,72.5,38.66,94.98,11.16,184.87,45.9,203.28,,45.62,266.78,56.92,209.12,80.56,10.7,"4,881.96",13.15,94.58,102.01,68.73,162.92,117.48,114.54,84.36,291.67
2017/5/4,29.73,28.39,49.78,82.1,64.15,82.93,23.71,22.65,57.27,22.04,15.5,24.26,14.73,43.75,45.2,7.5,15.34,12.06,22.01,10.77,8.1,17.17,16.72,,13.47,234.61,71.5,38.43,94.98,11.3,184.87,46.46,202.81,,45.36,266.78,56.47,207.84,81.45,10.74,"4,833.33",13.52,95.03,103.36,69.36,162.46,119.72,114.54,84.46,294.02
2017/5/5,29.26,28.15,50.41,81.19,62.99,81.42,23.48,22.42,56.45,21.94,15.37,24.1,14.6,43.66,44.7,7.45,15.34,12.06,21.88,10.73,8.08,17.08,16.63,,13.43,233.71,69.87,38.25,93.63,11.21,184.41,46.37,200.95,,44.49,266.33,56.56,205.27,80.56,10.57,"4,799.29",13.19,94.58,101.55,69.45,159.22,118.04,113.97,83.72,291.67
2017/5/8,29.14,27.54,50.5,81.65,62.99,81.95,23.15,22.28,56.27,21.94,15.37,24.14,14.69,43.71,44.93,7.44,15.34,12.11,21.88,10.73,8.05,17.17,16.68,,13.47,232.81,70.59,38.11,93.18,11.3,189.08,46.55,197.69,,43.62,265,56.65,200.14,80.29,10.36,"4,799.29",12.73,95.49,102.91,69.27,157.37,113.57,115.11,83.26,301.05
2017/5/9,29.22,27.02,50.32,79.84,62.46,79.37,22.87,22.28,56.08,22.13,15.37,23.81,14.65,43.75,44.88,7.36,15.22,12.01,21.88,10.69,8.01,17.17,16.63,,13.52,236.85,70.5,38.07,91.83,11.21,190.01,47.02,193.51,,43.1,264.56,56.29,201.85,80.29,9.89,"4,857.64",12.13,95.95,101.55,68.91,157.37,111.89,118.53,84.82,316.06
2017/5/10,29.31,27.21,51.04,79.57,62.2,78.84,22.5,22.28,56.63,22.37,15.32,24.14,14.6,43.57,44.88,7.44,15.22,12.11,21.83,10.77,8.09,17.22,16.63,,13.47,242.24,70.5,38.38,91.83,11.35,191.88,47.39,194.44,,43.27,257.9,57.1,207.84,79.66,10.01,"4,809.02",12.36,95.49,101.55,69.81,157.37,113.01,118.53,84.64,308.55
2017/5/11,29.14,27.02,51.58,80.2,62.46,80.97,22.59,22.19,55.35,22.56,15.28,24.1,14.6,43.85,45.11,7.43,15.3,12.06,21.97,10.86,8.08,17.31,16.68,,13.47,248.07,69.59,38.61,93.18,11.3,193.75,46.83,198.62,,42.79,260.12,56.56,204.84,78.77,9.76,"4,823.60",11.99,95.49,102.91,68.91,158.75,111.89,118.53,82.99,302.93
